assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,year,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1957,-101.69944,19.43222
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,2008,-99.56254,19.85613
176425391,176425386,Bryconamericus sylvicola,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Fuchs, 2014",PreservedSpecimen,2006,-54.533333,-25.883333
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1963,-104.73194,21.19667
1998108,191692,Alloophorus robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), ,Uruapán, , , ,Miller & Fitzsimons, ,1970,-102.084,19.3405
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1959,-103.84611,20.64861
500918,1117,Ameca splendens,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), ,Río Ameca, , , ,Domínguez-Domínguez, ,2017,-103.8433,20.681
1971329,191154,Chirostoma humboldtianum,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1949,-99.0,19.35139
176559269,176559262,Odontesthes hatcheri,1,1,1,"Cussac, V.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Conte-Grand et al. 2015,,,-71.33333333,-43.25
176559269,176559262,Odontesthes hatcheri,4,1,1,"Cussac, V.",2020,IUCN (International Union for Conservation of Nature),Possibly Extinct,,,,,,,,,-71.33333333,-39.9
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-102.67611,19.85444
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1953,-101.61306,19.53167
1998108,191692,Alloophorus robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), ,Lower Río Lerma, , , ,Köck et al., ,2016,-102.2992,19.937
176559269,176559262,Odontesthes hatcheri,1,1,1,"Cussac, V.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Conte-Grand et al. 2015,,,-69.16666667,-45.46666667
125922850,125922809,Cubanichthys pengelleyi,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident), , ,"", ,"",Global Biodiversity Information Facility 2020 https://doi.org/10.15468/dl.x678dn,PRESERVED_SPECIMEN,0,-77.846679,18.023088
1971329,191154,Chirostoma humboldtianum,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Eduardo Soto-Galera,PRESERVED_SPECIMEN,1996,-99.71028,19.64139
